client,cmt,level,like,nn,prov,reply,score,time
2,再也不担心夜奶冷飕飕的了 放在浴室给宝宝洗澡也很暖和,62,0,罗***妹,湖北,0,5,2017-01-13 15:28:41
4,收到货使用过了，感觉还可以，,105,0,质***师,,0,5,2017-01-30 20:21:59
2,挺好用的，暖和小巧。,105,0,j***o,,0,5,2017-01-21 00:16:32
2,快递师傅很负责，准时准点，赞一个物流服务！,105,0,纳***术,北京,0,5,2017-01-27 05:35:51
4,不错的产品挺好的以开就热,62,0,j***j,,0,5,2017-01-30 23:19:12
2,刚收到，很满意跟我弟弟买的一样，有了这个宝宝洗澡换衣服就不怕冷了。,56,0,j***d,,0,5,2017-01-30 09:43:28
4,挺好的 一直使用这个牌子的,105,0,z***a,上海,0,5,2017-01-27 18:13:36
21,产品质量很好，噪音低，就是风量小点。,61,0,h***b,,0,5,2017-02-01 10:52:44
2,暖风机不错！挺好的！,105,0,w***4,河南,0,5,2017-01-28 22:15:50
0,不错，温度立马上升！,62,0,j***0,,0,5,2016-12-29 08:43:00
4,名符其实，非常好,105,0,j***t,江苏,0,5,2016-11-18 21:15:10
4,挺好用，准备再买一个，没毛,105,0,周***宇,广东,0,5,2017-01-12 22:09:14
2,不错不错不错不错不错,105,0,晓***6,北京,0,5,2017-01-27 21:27:06
4,不错哦，热风吹起来可热了，整个屋子都热了起了！我又追加了一个,62,0,j***5,北京,0,5,2016-11-25 11:13:35
2,洗澡很暖和，质量杠杠的，在小卧室不需要开空调了,62,0,浪***子,安徽,0,5,2017-01-02 12:36:25
4,好热火,61,0,j***y,,0,5,2017-01-10 14:55:27
2,方便好用送货速度极快,61,0,外***叔,,0,5,2017-01-24 13:40:52
2,好热和。,62,0,j***6,四川,0,5,2017-01-31 12:26:11
2,不错,62,0,站***着,北京,0,5,2017-01-18 02:31:21
4,123456789987654321,105,0,g***6,北京,0,5,2017-01-21 17:12:58
2,不错?,56,0,1***3,,0,5,2017-01-30 17:04:26
4,东西不错，物美价廉，质量好。支持国产品牌,62,0,j***购,江苏,0,5,2016-12-29 21:07:04
2,挺不错的，热度高，小巧好用,61,0,_***光,广东,0,5,2017-01-25 13:16:12
4,发热很快，适合小地方用，价格也实惠,62,0,-***-,上海,0,5,2017-01-31 00:36:05
2,热得快好暖,61,0,艳***来,,0,5,2016-11-12 06:46:33
4,大牌子，放心。第一次买就要保险,105,0,g***u,上海,0,5,2017-01-30 23:11:25
2,放在浴室用的，一会儿浴室就暖和了，很好用！,61,0,n***5,辽宁,0,5,2017-01-24 08:56:46
3,不错，京东快递，一流服务,62,0,1***5,,0,5,2017-01-18 16:46:14
4,不错的。。。。。。。。。,105,0,e***f,上海,0,5,2016-12-02 06:49:17
4,用了，还不错,56,0,j***3,广东,0,5,2017-01-14 21:49:04
2,送人的,61,0,j***k,,0,5,2017-01-10 18:58:41
4,赞春节期间送货的物流。但是产品本身插头是两项的，这个太奇怪了。不方便。美的东西怎么这个设计呢,61,0,l***l,天津,0,5,2017-01-26 15:30:13
2,不错,61,0,西***室,陕西,0,5,2016-11-10 23:36:11
4,很好用,105,0,j***x,江苏,0,5,2017-01-21 12:12:14
4,好用，风大，暖和，希望用就点儿哈哈哈哈,105,0,a***0,重庆,0,5,2016-12-04 10:57:40
4,用的第一天没燥音，第二天就有燥音了，而且是时有时无，联系买，买家直接换了个新的，原以为就对了，给果是第一个的续集&hellip;&hellip;算了难道退换了，将就用反正也不贵,61,0,邹***丫,四川,0,3,2017-01-21 23:23:17
4,昨天晚上用了一下，挺暖和的。,105,0,5***华,,0,5,2017-01-30 04:50:37
2,很棒！,61,0,z***0,,0,5,2016-12-30 21:25:54
2,用了几个月在评价，感觉比较方便携带！质量也很好,61,0,n***9,浙江,0,5,2016-12-14 11:44:09
2,好像我们都会在一起了。我们,62,0,1***p,,0,5,2016-12-16 00:10:37
4,很好用，买了几个，便宜,62,0,x***4,山东,0,5,2016-12-29 12:37:29
4,不错，很好用,61,0,j***b,,0,5,2016-12-18 12:01:19
2,好用,62,0,1***7,江苏,0,5,2016-11-25 20:53:35
4,还不错，一直在京东上买电器,105,0,s***a,广东,0,5,2017-01-23 16:42:06
2,好好好好好好,105,0,j***g,江苏,0,5,2017-01-30 00:51:09
4,机身小巧，风力足够，热度很暖和但不烫人，总体不错,105,0,t***7,广西,0,5,2017-01-28 12:18:01
2,用着不错哟,61,0,y***5,湖北,0,5,2016-12-12 21:11:41
2,第二次买了。超值。,62,0,j***0,广东,0,5,2017-01-14 14:02:00
4,很满意，JD快递就是让人满意。,105,0,肥***天,江苏,0,5,2017-01-22 10:46:25
4,放在洗手间用的，小空间热的很快，也很实用不占地方！！！,105,0,j***e,,0,5,2016-11-24 16:41:43
4,产品质量好，到货速度快！,62,0,x***j,湖北,0,5,2017-01-30 17:40:36
2,用起来不错，冬天有它，孩子洗澡，坐月子的老婆洗澡都暖暖的,105,0,h***9,广东,0,5,2017-01-03 18:32:51
2,刚买来的风口就是这种灰了？用是可以用，但是也2手的太明显了吧，过年要用懒得换了，给大家提个醒。如果出现问题，继续来评价！,62,1,k***u,,0,1,2017-01-30 02:24:08
2,好的,62,0,1***p,,0,5,2017-01-29 22:11:11
4,好好好OK路took咯女很好很好很好,105,0,孟***帆,,0,5,2017-01-22 11:16:51
2,给妈妈买的呢 不知道 好不好 等等妈妈说,62,0,j***y,,0,5,2017-01-19 11:06:50
2,东西已收到，还没有用不清楚！,105,0,s***k,,0,5,2017-01-30 12:16:27
2,不错，家里一直在使用，方便实用,105,0,s***9,上海,0,5,2017-01-29 18:37:38
4,可以，反正也不是我用,105,0,老***万,四川,0,5,2017-01-05 15:26:59
2,"东西收到,很满意!!真的是超级好的卖家,解答疑问不厌其烦,细致认真,关键是东西好,而且货物发得超快,包装仔细,值得信赖!\n很好,发货很快!服务周到！\n\n店家服务的很周到 店家的宝贝我很满意！\n\n发货速度挺快的,赞一个\n挺特别的,再来光顾&hellip;&hellip;～\n\n很热情的卖家，下次还来\n\n希望下次还有机会合作\n祝你生意兴隆^_^\n\n质量非常好,真出乎我的意料,包装非常仔细,非常感谢 ,祝生意兴隆!",105,0,j***g,,0,5,2016-11-23 14:44:04
4,111111111111111111111111,62,0,j***w,,0,5,2017-01-28 17:36:43
2,买回去本来打算给小孩子洗澡浴室用！结果父母也没有用！,62,0,一***了,四川,0,5,2017-01-01 10:08:43
4,1111111111,105,0,j***0,陕西,0,5,2017-01-12 17:43:43
2,制热很快 房间瞬间就温暖了 谢谢快递小哥春节还送货上门 全五星 赞赞赞,62,0,j***X,四川,0,5,2017-01-26 00:10:01
2,买了好多次了，用起来非常方便！,105,0,c***n,湖南,0,5,2017-01-10 10:03:10
4,非常不赖，五星好评,105,0,j***4,河南,0,5,2017-01-17 16:27:36
2,京东的东西还是不错的,105,0,y***2,上海,0,5,2017-01-24 15:57:51
2,好好好好好好好好好好好好好好好,61,0,h***6,,0,5,2017-01-17 11:02:21
2,已经买了好几个了，房间小比空调来得还快，非常实用。,61,0,d***8,安徽,0,5,2017-01-22 21:45:26
4,还可以  不错不错,62,0,b***1,北京,0,5,2017-01-15 19:20:39
4,不错几平米的浴室，用起暖和,62,0,y***鱼,,0,5,2017-01-17 17:11:15
2,好,56,0,j***i,,0,5,2017-01-24 15:56:17
2,好好用的产品我很喜欢。,105,0,黄***瑶,,0,5,2017-01-30 01:02:32
2,东西不错就是再加几个抵挡就行了太热了,62,0,墨***欲,,0,5,2016-12-14 18:53:18
2,确实不错，制热挺快，没噪音，没异味。满意！,105,0,x***4,湖南,0,5,2017-01-27 12:52:23
2,好用，加热很快,62,0,j***0,四川,0,5,2017-01-23 13:04:48
2,不差挺好的 买来给宝宝洗澡用的,61,0,j***',,0,5,2016-11-22 00:51:51
4,挺好用的  暖和,62,0,云***青,湖北,0,5,2017-01-18 10:38:12
0,非常实用，方便，制热很快,61,0,g***0,江苏,0,5,2017-01-13 19:36:47
21,很适合我家的洗澡间，质量好。,105,0,j***T,,0,5,2017-01-16 00:03:16
4,买给小宝贝换尿洗澡用的，热的快声音也不大，挺好的！,62,0,s***g,广东,0,5,2017-01-22 10:57:34
4,用了几天了，挺好的，就是会自动停，其他都好,61,0,周***园,江苏,0,5,2017-01-24 11:34:14
2,不错，暖和,61,0,j***d,,0,5,2016-11-08 09:46:53
2,冬天洗澡不冷了，不错,62,0,极***一,江苏,0,5,2016-11-27 14:07:14
4,好好好好好好好好好好好好好好好好好好,62,0,j***c,江苏,0,5,2017-01-04 19:54:31
4,买来给宝宝洗澡用，很好用，很快暖，没异味，后来发现可以当暖和房间用，每当感觉比较冷的时候都开来配上加湿器一起让房间暖和不干～赞！已经买了三个！,105,0,a***g,广东,0,5,2016-11-29 22:51:29
2,比较耗电，开高等就跳闸。,105,0,h***r,上海,0,5,2017-01-21 19:05:59
4,挺好的,61,0,j***c,,0,5,2017-01-30 00:08:29
4,速度太快了，第二天早上就到了。,61,0,s***6,,0,5,2016-12-29 16:34:10
4,好用,61,0,1***p,,0,5,2016-11-28 07:09:06
4,第二次买了，很好用,61,0,水***k,辽宁,0,5,2016-12-15 13:11:25
4,二次买了，很好的一个东东,61,0,山***旺,山东,0,5,2017-01-27 20:55:04
2,大品牌，质量信得过，加热快,105,0,v***1,北京,0,5,2017-01-14 10:39:53
4,一直在用,61,0,z***5,四川,0,5,2016-12-21 14:00:59
4,小巧风大，物流快，当天到货，试用段时间再来评，很赞！,61,0,j***x,,0,5,2017-01-30 08:42:48
4,制热效果不错，24小时运转能保证整个办公室都挺暖和。买来以后一直24小时运转，没问题。,62,0,魏***S,山东,0,5,2016-12-23 16:06:30
2,好用，暖得快，但不是毕竟暖气，只有出风口暖,61,0,叮***菀,,0,5,2016-12-16 07:19:29
2,正品满意,61,0,美***方,湖北,0,5,2017-01-30 00:04:33
21,轻便舒适！好用,62,0,g***f,,0,4,2017-01-17 17:35:58
2,东西不错,56,0,j***c,,0,5,2017-01-27 01:11:49
4,很暖和，效果很好，孩子洗澡不冷了,61,0,j***p,浙江,0,5,2017-01-11 20:21:40
2,好,105,0,j***k,浙江,0,5,2016-11-17 11:11:02
2,挺好用的,62,0,3***1,,0,5,2016-11-01 12:55:00
4,东东太实用了，物流超快，京东购物好好好！,62,0,j***l,四川,0,5,2017-01-16 13:26:47
4,满意这次购物。很暖和。,61,0,硕***爸,江苏,0,5,2017-01-28 16:15:39
4,第二次买的，体积小，制热效果好，值得推荐,62,0,b***t,北京,0,5,2016-12-31 09:57:24
4,好,62,0,j***c,广东,0,5,2017-01-20 13:07:46
4,不错 风不错 很热 而且声音小,62,0,t***2,,0,5,2016-11-22 16:57:51
2,用了三天，已经坏了。千万千万别买。,61,0,温***玲,广东,0,1,2017-01-22 22:12:13
4,挺好的，很喜欢,56,0,f***F,,0,5,2017-01-19 19:07:43
2,看起来不错，朋友用起的，说好用，刚才试用了一下，很暖和！赞！,61,0,8***g,,0,5,2017-01-28 14:17:32
2,小巧实用，用来给宝宝洗澡用。,105,0,g***i,四川,0,5,2017-01-28 10:38:09
0,东西还不错，速度也快,61,0,j***k,四川,0,5,2017-01-18 12:13:41
4,家里东西现在都在京东买了，送货快价格低，物美价廉，很赞。,61,0,a***e,北京,0,5,2016-11-29 16:14:39
2,非常好，用起来不错,56,0,鬼***呀,,0,5,2017-01-25 18:41:00
4,制热挺快的，性价比高！,105,0,s***s,上海,0,5,2017-01-25 17:00:42
0,外观美观，使用方便，非常暖和。,62,0,j***0,广东,0,5,2016-12-12 08:41:42
4,暖风机，暖暖哒，小巧方便,62,0,g***g,北京,0,5,2016-11-14 14:42:33
4,非常好看，陶瓷机身，暖气足，妈妈再也不用担心我怕冷了,62,0,y***2,四川,0,5,2017-01-18 17:58:00
4,没有保修卡，跟客服联系过，都半个月过去了，还是没有回应，还有暖风机不能调档位，差评,61,0,1***m,,0,1,2017-01-16 13:49:13
4,warmer,61,0,c***m,北京,0,5,2017-01-28 18:05:34
2,风量一般，凑合吧,62,0,1***p,,0,5,2017-01-28 18:54:46
2,还好,62,0,x***e,,0,5,2017-01-16 10:45:20
2,买来冬天给宝宝换尿布时用，很方便,56,0,j***q,,0,5,2016-12-23 23:27:55
4,美的电器就是好,61,0,j***d,,0,5,2017-01-19 17:37:29
0,很不错 冬天洗澡放在浴室  再给浴室加点热量  很好用  炙热很快,105,0,陈***1,,0,5,2016-11-11 02:22:22
2,卫生间比较小，刚好合适，吹出的风比较小，等几分钟温度就能上来，这样冬天就不怕冷了,56,0,h***i,北京,0,5,2016-12-12 20:31:40
21,设计需改进，风向角度太小，,61,0,s***X,,0,5,2017-01-26 17:51:29
4,京东暖心，春节不打烊，给快递小哥100个赞??，辛苦了！,61,0,1***4,,0,5,2017-01-29 09:32:34
2,不错的不错的不错的不错的不错的不错的,62,0,j***1,上海,0,5,2017-01-18 00:29:45
4,还行吧，就是设计上还有改进的地方，风向不可以调节，低温高温区别不明显,62,0,a***g,,0,4,2016-11-11 21:02:55
2,挺好的！值得推荐！京东就是快！,105,0,楼***雨,江苏,0,5,2017-01-29 10:53:24
2,非常热，速度快，洗澡用，好暖和。小巧玲珑，携带方便。,105,0,5***7,,0,5,2016-12-20 16:28:54
4,好用，升温快，解决了灯暖浴霸在小孩子洗澡时不敢开的难题。,105,0,光光在响,广东,0,5,2017-01-19 22:46:03
2,挺好用的，用起来很暖和，不错,62,0,邺***3,,0,5,2017-01-08 21:46:15
2,精致小巧，暖风很大！在浴室使用刚刚好。,61,0,z***y,,0,5,2017-01-16 20:33:24
4,挺好的,61,0,s***p,四川,0,5,2017-01-03 15:46:26
3,很好用 老婆买的 不错,105,0,dingdingdaming,上海,0,5,2016-12-28 20:03:27
4,最近天气冷了，正好用上了，热气很给力，洗澡不会冷了,62,0,y***7,浙江,0,5,2017-01-23 10:08:29
2,服务满分，无论发货快递还是货物品质，都很好！,61,0,z***0,,0,5,2017-01-29 10:52:12
4,挺好的。送货很快，服务态度好！,61,0,t***8,,0,5,2017-01-16 10:47:54
4,挺好的，用了两次洗澡间很暖和不用怕冷了,62,0,尘***月,河南,0,5,2017-01-25 22:57:19
4,不错,61,0,H***r,,0,5,2016-12-25 14:41:59
4,挺小巧的 出风很热也挺快的 噪音也不算大 给好评比,105,0,无***号,上海,0,5,2017-01-28 21:31:39
2,不错，快递很快，上午拍的，晚上就到了！太棒了,62,0,宸***妈,河南,0,5,2017-01-16 23:33:02
4,特意用了几天才来评价，质量真的挺好，升温速度～,105,0,x***9,上海,0,5,2017-01-18 10:00:38
2,很好很好很好很好很好,105,0,j***尹,,0,5,2016-11-11 12:23:33
2,很好很好很好很好很好,105,0,j***尹,,0,5,2016-11-28 13:52:07
2,快的不要不要的！,62,0,l***5,,0,5,2017-01-10 21:25:15
4,外观好看，制热也快，声音很小,105,0,p***r,四川,0,5,2017-01-19 21:18:30
2,很好用,56,0,j***g,,0,5,2017-01-23 16:25:16
4,东西很到位，这次购物很愉快！！！,56,0,朱***3,,0,5,2017-01-05 10:38:43
4,还好，好用,62,0,t***9,广东,0,5,2016-12-27 19:09:04
4,嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿和,61,0,j***b,,0,5,2017-01-17 19:50:00
4,不错，送货速度很快,62,0,青***哥,上海,0,5,2017-01-25 10:09:59
4,使用一段时间后感觉真的不错。满意！,56,0,j***a,,0,5,2016-12-12 22:08:07
4,宝贝不错，房间升温很快，有了它，宝宝就不在会冷了,61,0,j***b,,0,5,2017-01-25 14:00:54
4,真的不错,61,0,p***y,,0,5,2016-12-31 16:49:35
4,外表卡哇伊，功能不错，很适合写字台上使用!无异味!,61,0,j***u,安徽,0,5,2016-12-25 15:44:28
4,送货速度非常快，产热效果也非常快，家里人用起来感觉还是比较好的,105,0,j***k,,0,5,2017-01-20 09:27:44
4,挺好的,56,0,j***p,,0,5,2016-11-26 10:51:43
2,试用了下，还可以吧，看到之前的差评吓坏了，但愿没毛病,62,0,j***之,山东,0,5,2017-01-25 21:37:59
0,很好，冬天洗澡使用效果好。,105,0,w***0,上海,0,5,2017-01-21 10:37:31
4,东西不错，用了一段时间才来评价，就是耗电也厉害，总得来说不错,56,0,心***6,,0,5,2016-12-12 14:24:28
2,。,61,0,宝***1,北京,0,5,2017-01-01 19:39:10
2,小巧暖和，给宝宝洗澡时的补充暖风正好,62,0,猪***凉,上海,0,5,2017-01-15 01:16:29
2,性价比高,62,0,窮***戶,北京,0,5,2016-12-09 13:37:03
4,呃呃呃额额的呃呃呃,62,0,知***壹,北京,0,5,2017-01-26 19:04:37
2,好,62,0,小***赵,贵州,0,5,2017-01-08 11:36:24
2,服务很好,61,0,j***0,,0,5,2017-01-27 12:28:18
4,不错的商品，很满意！！！！！！,105,0,d***r,上海,0,5,2016-11-12 23:55:44
2,挺好 就是刚开始风有点小 过一会儿就好了,62,0,q***n,河南,0,5,2017-01-23 15:00:01
0,收到货，使用了几天才来评价！！东西挺好的，效果不错！外观看起来也很漂亮&hellip;&hellip;好评！！！,61,0,j***d,,0,5,2017-01-20 22:42:22
4,很好用的还不错,62,0,j***0,安徽,0,5,2016-11-12 19:37:50
2,放在卫生间里面，效果还是非常好的，防水是重点。,62,0,w***8,上海,0,5,2017-01-23 12:57:08
4,好,105,0,j***1,广东,0,5,2017-01-13 21:17:04
21,好用，挺暖和的。,62,0,j***o,广东,0,5,2016-12-12 09:57:40
4,太好用了，宝宝洗澡不用再担心冷了，平常玩电脑不用脚冷。,61,0,2***m,江苏,0,5,2017-01-09 21:23:09
4,一如既往的好啦，美的的牌子今年没少花费,105,0,山大王之二当家,四川,0,5,2017-01-19 20:11:34
0,出热快，一开机就出热风，爽！,62,0,c***n,福建,0,5,2016-12-31 11:29:37
4,暖风机不错，小巧便捷，制热快，好温暖的说，准备再入手个送人,61,0,x***8,,0,5,2017-01-08 08:03:21
4,好,62,0,s***u,上海,0,5,2016-11-16 13:56:54
4,很好用，感觉比浴霸方便！暖风很强?！而且新的用就没有异味，这点很难得！,105,0,影***楓,湖南,0,5,2017-01-06 18:28:02
4,好用,62,0,z***2,上海,0,5,2016-11-11 00:24:07
0,包装完好，东西不错，美观实用,61,0,芦***绿,福建,0,5,2017-01-15 09:21:08
2,之前买了一个自己家里用 感觉很好又买了一个给婆婆,62,0,依***乐,安徽,0,5,2017-01-20 10:54:24
0,制热效果快，从抵挡到高档，温度有区别，没有塑料味，很好。,62,0,t***h,湖北,0,5,2017-01-26 22:05:30
4,好用，暖和，只是强风与弱风，风量没有什么变化。,61,0,j***y,江苏,0,5,2016-12-05 19:10:17
2,很暖和，就是好像温度和风速的调节感觉变化不大,61,0,m***d,北京,0,4,2017-01-25 16:45:05
0,制热效果快，非常暖和。,105,0,c***f,江苏,0,5,2017-01-24 10:49:11
2,出风距离没有想象中远，稍微离远点就吹不到了。浴室开好后一会就热了，赞,105,0,k***e,上海,0,5,2017-01-16 20:28:52
2,感觉质量不错、便宜实用、暖得快,105,0,T***8,辽宁,0,5,2017-01-25 23:35:33
4,这款比我家暖气来的快，正是我想要的。货刚刚到立马打开来用，洗澡。效果好及了，热气来的快，暖和，大赞！,56,0,f***6,湖北,0,5,2017-01-28 08:25:41
